# Grid N_layers vs Fermi energy
# Date: Sat 23 Jul 10:00:54 BST 2022
# PWD: /rds/general/user/jj1921/home/Au_slab/Layers
# BASIS SET = TZVP-MOLOPT-SR-GTH-q11
# K-POINTS = 12x12x1
# REL_CUTOFF = 40
# CUTOFF = 500
# Layers | Fermi Energy (Ha) | Fermi energy (eV) 
      3.00   -0.1262163374   -3.4345232431
      4.00   -0.1024993045   -2.7891495742
      5.00   -0.0793399365   -2.1589507473
      6.00   -0.0560214836   -1.5244229995
      7.00   -0.0334067398   -0.9090441598
      8.00   -0.0105348537   -0.2866681187
      9.00    0.0116509410    0.3170384172
     10.00    0.0352740109    0.9598552199
     11.00    0.0569531756    1.5497756422
     12.00    0.0799866205    2.1765479240
     13.00    0.1017743998    2.7694239018
     14.00    0.1245772358    3.3899209946
     15.00    0.1471749160    4.0048355095
     16.00    0.1692852787    4.6064894322
