     1   -0.00899255
     2   -0.00899226
     3   -0.00899130
     4   -0.00898984
     5   -0.00898788
     6   -0.00898554
     7   -0.00898295
     8   -0.00898021
     9   -0.00897763
    10   -0.00897512
    11   -0.00897301
    12   -0.00897120
    13   -0.00897002
    14   -0.00896943
    15   -0.00896943
    16   -0.00897002
    17   -0.00897120
    18   -0.00897301
    19   -0.00897512
    20   -0.00897763
    21   -0.00898021
    22   -0.00898295
    23   -0.00898554
    24   -0.00898788
    25   -0.00898984
    26   -0.00899130
    27   -0.00899226
    28   -0.00899255
    29   -0.00899226
    30   -0.00899130
    31   -0.00898984
    32   -0.00898788
    33   -0.00898554
    34   -0.00898295
    35   -0.00898021
    36   -0.00897763
    37   -0.00897512
    38   -0.00897301
    39   -0.00897120
    40   -0.00897002
    41   -0.00896943
    42   -0.00896943
    43   -0.00897002
    44   -0.00897120
    45   -0.00897301
    46   -0.00897512
    47   -0.00897763
    48   -0.00898021
    49   -0.00898295
    50   -0.00898554
    51   -0.00898788
    52   -0.00898984
    53   -0.00899130
    54   -0.00899226
    55   -0.00899255
    56   -0.00899226
    57   -0.00899130
    58   -0.00898984
    59   -0.00898788
    60   -0.00898554
    61   -0.00898295
    62   -0.00898021
    63   -0.00897763
    64   -0.00897512
    65   -0.00897301
    66   -0.00897120
    67   -0.00897002
    68   -0.00896943
    69   -0.00896943
    70   -0.00897002
    71   -0.00897120
    72   -0.00897301
    73   -0.00897512
    74   -0.00897763
    75   -0.00898021
    76   -0.00898295
    77   -0.00898554
    78   -0.00898788
    79   -0.00898984
    80   -0.00899130
    81   -0.00899226
    82   -0.00899255
    83   -0.00899226
    84   -0.00899130
    85   -0.00898984
    86   -0.00898788
    87   -0.00898554
    88   -0.00898295
    89   -0.00898021
    90   -0.00897763
    91   -0.00897512
    92   -0.00897301
    93   -0.00897120
    94   -0.00897002
    95   -0.00896942
    96   -0.00896942
    97   -0.00897002
    98   -0.00897120
    99   -0.00897301
   100   -0.00897512
   101   -0.00897763
   102   -0.00898021
   103   -0.00898295
   104   -0.00898554
   105   -0.00898788
   106   -0.00898984
   107   -0.00899130
   108   -0.00899226
